key_zip_code;sub_properies;locality;zip_code;Min_price_sq;Mean_price_sq;Max_price_sq
APARTMENTLeuven3290;APARTMENT;Leuven;3290;1143;2813;4312
APARTMENTLeuven3300;APARTMENT;Leuven;3300;1855;2646;3507
APARTMENTLeuven3320;APARTMENT;Leuven;3320;3266;3266;3266
APARTMENTLeuven3350;APARTMENT;Leuven;3350;2667;2667;2667
APARTMENTLeuven3360;APARTMENT;Leuven;3360;2974;5280;6355
APARTMENTLeuven3370;APARTMENT;Leuven;3370;3671;3671;3671
APARTMENTLeuven3390;APARTMENT;Leuven;3390;2946;3478;4570
APARTMENTLeuven3400;APARTMENT;Leuven;3400;1523;2513;3183
APARTMENTLeuven3440;APARTMENT;Leuven;3440;2500;2910;3346
APARTMENTLeuven3460;APARTMENT;Leuven;3460;2462;2462;2462
APARTMENT_BLOCKLeuven3000;APARTMENT_BLOCK;Leuven;3000;2650;5312;7741
APARTMENT_BLOCKLeuven3001;APARTMENT_BLOCK;Leuven;3001;4422;4422;4422
APARTMENT_BLOCKLeuven3010;APARTMENT_BLOCK;Leuven;3010;2133;2830;3373
APARTMENT_BLOCKLeuven3070;APARTMENT_BLOCK;Leuven;3070;1359;1359;1359
APARTMENT_BLOCKLeuven3080;APARTMENT_BLOCK;Leuven;3080;1175;2539;4602
APARTMENT_BLOCKLeuven3190;APARTMENT_BLOCK;Leuven;3190;1636;1636;1636
APARTMENT_BLOCKLeuven3200;APARTMENT_BLOCK;Leuven;3200;1324;1324;1324
DUPLEX-TRIPLEXLeuven3000;DUPLEX-TRIPLEX;Leuven;3000;3097;5038;10000
DUPLEX-TRIPLEXLeuven3001;DUPLEX-TRIPLEX;Leuven;3001;2929;3158;3506
DUPLEX-TRIPLEXLeuven3010;DUPLEX-TRIPLEX;Leuven;3010;3741;4130;4518
DUPLEX-TRIPLEXLeuven3012;DUPLEX-TRIPLEX;Leuven;3012;3551;3634;3718
DUPLEX-TRIPLEXLeuven3040;DUPLEX-TRIPLEX;Leuven;3040;2688;3347;3648
DUPLEX-TRIPLEXLeuven3050;DUPLEX-TRIPLEX;Leuven;3050;2863;2863;2863
DUPLEX-TRIPLEXLeuven3051;DUPLEX-TRIPLEX;Leuven;3051;4115;4115;4115
DUPLEX-TRIPLEXLeuven3052;DUPLEX-TRIPLEX;Leuven;3052;2900;2900;2900
DUPLEX-TRIPLEXLeuven3053;DUPLEX-TRIPLEX;Leuven;3053;3635;3635;3635
DUPLEX-TRIPLEXLeuven3070;DUPLEX-TRIPLEX;Leuven;3070;2937;2937;2937
DUPLEX-TRIPLEXLeuven3071;DUPLEX-TRIPLEX;Leuven;3071;2618;2618;2618
DUPLEX-TRIPLEXLeuven3080;DUPLEX-TRIPLEX;Leuven;3080;4415;4415;4415
DUPLEX-TRIPLEXLeuven3110;DUPLEX-TRIPLEX;Leuven;3110;2850;3025;3234
DUPLEX-TRIPLEXLeuven3130;DUPLEX-TRIPLEX;Leuven;3130;2239;2239;2239
DUPLEX-TRIPLEXLeuven3140;DUPLEX-TRIPLEX;Leuven;3140;2282;2757;3231
DUPLEX-TRIPLEXLeuven3150;DUPLEX-TRIPLEX;Leuven;3150;2914;3207;3622
DUPLEX-TRIPLEXLeuven3200;DUPLEX-TRIPLEX;Leuven;3200;3324;3324;3324
DUPLEX-TRIPLEXLeuven3212;DUPLEX-TRIPLEX;Leuven;3212;3451;3540;3628
DUPLEX-TRIPLEXLeuven3270;DUPLEX-TRIPLEX;Leuven;3270;2884;2884;2884
DUPLEX-TRIPLEXLeuven3271;DUPLEX-TRIPLEX;Leuven;3271;1856;1856;1856
DUPLEX-TRIPLEXLeuven3290;DUPLEX-TRIPLEX;Leuven;3290;2190;2413;2812
DUPLEX-TRIPLEXLeuven3300;DUPLEX-TRIPLEX;Leuven;3300;1835;2598;3289
DUPLEX-TRIPLEXLeuven3350;DUPLEX-TRIPLEX;Leuven;3350;2444;2444;2444
DUPLEX-TRIPLEXLeuven3360;DUPLEX-TRIPLEX;Leuven;3360;3018;4392;5023
DUPLEX-TRIPLEXLeuven3370;DUPLEX-TRIPLEX;Leuven;3370;1679;1679;1679
DUPLEX-TRIPLEXLeuven3390;DUPLEX-TRIPLEX;Leuven;3390;2792;3116;3356
DUPLEX-TRIPLEXLeuven3440;DUPLEX-TRIPLEX;Leuven;3440;2455;2455;2455
EXCEPTIONAL_PROPERTYLeuven3000;EXCEPTIONAL_PROPERTY;Leuven;3000;2587;4402;6066
EXCEPTIONAL_PROPERTYLeuven3010;EXCEPTIONAL_PROPERTY;Leuven;3010;3606;3606;3606
EXCEPTIONAL_PROPERTYLeuven3020;EXCEPTIONAL_PROPERTY;Leuven;3020;2570;2570;2570
EXCEPTIONAL_PROPERTYLeuven3040;EXCEPTIONAL_PROPERTY;Leuven;3040;1279;2436;3836
EXCEPTIONAL_PROPERTYLeuven3050;EXCEPTIONAL_PROPERTY;Leuven;3050;1676;1676;1676
EXCEPTIONAL_PROPERTYLeuven3051;EXCEPTIONAL_PROPERTY;Leuven;3051;1554;1554;1554
EXCEPTIONAL_PROPERTYLeuven3060;EXCEPTIONAL_PROPERTY;Leuven;3060;4090;4090;4090
EXCEPTIONAL_PROPERTYLeuven3080;EXCEPTIONAL_PROPERTY;Leuven;3080;3909;3909;3909
EXCEPTIONAL_PROPERTYLeuven3140;EXCEPTIONAL_PROPERTY;Leuven;3140;1926;2561;3196
EXCEPTIONAL_PROPERTYLeuven3150;EXCEPTIONAL_PROPERTY;Leuven;3150;2335;3380;4425
EXCEPTIONAL_PROPERTYLeuven3201;EXCEPTIONAL_PROPERTY;Leuven;3201;1500;1500;1500
EXCEPTIONAL_PROPERTYLeuven3202;EXCEPTIONAL_PROPERTY;Leuven;3202;2528;2528;2528
EXCEPTIONAL_PROPERTYLeuven3210;EXCEPTIONAL_PROPERTY;Leuven;3210;1234;1234;1234
EXCEPTIONAL_PROPERTYLeuven3300;EXCEPTIONAL_PROPERTY;Leuven;3300;1451;1451;1451
EXCEPTIONAL_PROPERTYLeuven3370;EXCEPTIONAL_PROPERTY;Leuven;3370;4230;4230;4230
EXCEPTIONAL_PROPERTYLeuven3384;EXCEPTIONAL_PROPERTY;Leuven;3384;3413;3413;3413
EXCEPTIONAL_PROPERTYLeuven3440;EXCEPTIONAL_PROPERTY;Leuven;3440;1970;1970;1970
EXCEPTIONAL_PROPERTYLeuven3450;EXCEPTIONAL_PROPERTY;Leuven;3450;1083;1083;1083
EXCEPTIONAL_PROPERTYLeuven3460;EXCEPTIONAL_PROPERTY;Leuven;3460;1531;1845;2160
FLAT_STUDIOLeuven3000;FLAT_STUDIO;Leuven;3000;4167;8916;14444
FLAT_STUDIOLeuven3001;FLAT_STUDIO;Leuven;3001;3939;6626;9607
FLAT_STUDIOLeuven3020;FLAT_STUDIO;Leuven;3020;5500;5500;5500
FLAT_STUDIOLeuven3040;FLAT_STUDIO;Leuven;3040;2661;2661;2661
FLAT_STUDIOLeuven3150;FLAT_STUDIO;Leuven;3150;5906;5906;5906
GROUND_FLOORLeuven3000;GROUND_FLOOR;Leuven;3000;4220;5406;7225
GROUND_FLOORLeuven3001;GROUND_FLOOR;Leuven;3001;3658;3658;3658
GROUND_FLOORLeuven3018;GROUND_FLOOR;Leuven;3018;3225;3225;3225
GROUND_FLOORLeuven3020;GROUND_FLOOR;Leuven;3020;4068;4452;4865
GROUND_FLOORLeuven3053;GROUND_FLOOR;Leuven;3053;4337;4593;4750
GROUND_FLOORLeuven3070;GROUND_FLOOR;Leuven;3070;2690;2690;2690
GROUND_FLOORLeuven3080;GROUND_FLOOR;Leuven;3080;4806;4806;4806
GROUND_FLOORLeuven3110;GROUND_FLOOR;Leuven;3110;3485;3485;3485
GROUND_FLOORLeuven3111;GROUND_FLOOR;Leuven;3111;2886;2886;2886
GROUND_FLOORLeuven3120;GROUND_FLOOR;Leuven;3120;3666;3880;4266
GROUND_FLOORLeuven3128;GROUND_FLOOR;Leuven;3128;3336;3527;3731
GROUND_FLOORLeuven3130;GROUND_FLOOR;Leuven;3130;3450;3450;3450
GROUND_FLOORLeuven3140;GROUND_FLOOR;Leuven;3140;4165;4165;4165
GROUND_FLOORLeuven3150;GROUND_FLOOR;Leuven;3150;2695;3091;3972
GROUND_FLOORLeuven3190;GROUND_FLOOR;Leuven;3190;3762;3762;3762
GROUND_FLOORLeuven3200;GROUND_FLOOR;Leuven;3200;2861;3372;4015
GROUND_FLOORLeuven3270;GROUND_FLOOR;Leuven;3270;2921;2921;2921
GROUND_FLOORLeuven3271;GROUND_FLOOR;Leuven;3271;1854;1854;1854
GROUND_FLOORLeuven3272;GROUND_FLOOR;Leuven;3272;3009;3009;3009
GROUND_FLOORLeuven3290;GROUND_FLOOR;Leuven;3290;2473;2823;3000
GROUND_FLOORLeuven3300;GROUND_FLOOR;Leuven;3300;2241;2695;2950
GROUND_FLOORLeuven3350;GROUND_FLOOR;Leuven;3350;2347;2347;2347
GROUND_FLOORLeuven3390;GROUND_FLOOR;Leuven;3390;3750;3988;4226
GROUND_FLOORLeuven3440;GROUND_FLOOR;Leuven;3440;2901;2920;2931
HOUSELeuven3000;HOUSE;Leuven;3000;1646;3896;12679
HOUSELeuven3001;HOUSE;Leuven;3001;2048;2889;3663
HOUSELeuven3010;HOUSE;Leuven;3010;1691;3042;4536
HOUSELeuven3012;HOUSE;Leuven;3012;1681;2458;3070
HOUSELeuven3018;HOUSE;Leuven;3018;1297;2511;3688
HOUSELeuven3020;HOUSE;Leuven;3020;1163;2554;3919
HOUSELeuven3040;HOUSE;Leuven;3040;2019;2804;3623
HOUSELeuven3050;HOUSE;Leuven;3050;2598;3194;4127
HOUSELeuven3051;HOUSE;Leuven;3051;2991;2991;2991
HOUSELeuven3052;HOUSE;Leuven;3052;2770;3120;3374
HOUSELeuven3053;HOUSE;Leuven;3053;1399;2633;3605
HOUSELeuven3060;HOUSE;Leuven;3060;1309;2376;3228
HOUSELeuven3061;HOUSE;Leuven;3061;2146;3909;4619
HOUSELeuven3070;HOUSE;Leuven;3070;1750;2844;3551
HOUSELeuven3071;HOUSE;Leuven;3071;1645;2657;3545
HOUSELeuven3078;HOUSE;Leuven;3078;1217;2443;3467
HOUSELeuven3080;HOUSE;Leuven;3080;1209;3112;5881
HOUSELeuven3110;HOUSE;Leuven;3110;1321;2687;3724
HOUSELeuven3111;HOUSE;Leuven;3111;1861;2170;3040
HOUSELeuven3118;HOUSE;Leuven;3118;2542;2771;3250
HOUSELeuven3120;HOUSE;Leuven;3120;1193;2375;4106
HOUSELeuven3128;HOUSE;Leuven;3128;1193;2462;3677
HOUSELeuven3130;HOUSE;Leuven;3130;1246;2094;3158
HOUSELeuven3140;HOUSE;Leuven;3140;1342;2496;5014
HOUSELeuven3150;HOUSE;Leuven;3150;1174;2759;3555
HOUSELeuven3190;HOUSE;Leuven;3190;1526;2894;4483
HOUSELeuven3191;HOUSE;Leuven;3191;1900;2611;4483
HOUSELeuven3200;HOUSE;Leuven;3200;1054;2197;3738
HOUSELeuven3201;HOUSE;Leuven;3201;1346;2139;2991
HOUSELeuven3202;HOUSE;Leuven;3202;1155;1712;2125
HOUSELeuven3210;HOUSE;Leuven;3210;1633;2661;4471
HOUSELeuven3211;HOUSE;Leuven;3211;2067;2623;3094
HOUSELeuven3212;HOUSE;Leuven;3212;466;2249;3210
HOUSELeuven3220;HOUSE;Leuven;3220;1297;2561;3854
HOUSELeuven3221;HOUSE;Leuven;3221;1428;2151;2794
HOUSELeuven3270;HOUSE;Leuven;3270;588;1991;3625
HOUSELeuven3271;HOUSE;Leuven;3271;949;1917;3048
HOUSELeuven3272;HOUSE;Leuven;3272;1219;1926;2667
HOUSELeuven3290;HOUSE;Leuven;3290;907;1984;3663
HOUSELeuven3293;HOUSE;Leuven;3293;2276;2276;2276
HOUSELeuven3294;HOUSE;Leuven;3294;2571;2571;2571
HOUSELeuven3300;HOUSE;Leuven;3300;889;1947;3240
HOUSELeuven3320;HOUSE;Leuven;3320;778;1954;2944
HOUSELeuven3321;HOUSE;Leuven;3321;1553;1553;1553
HOUSELeuven3350;HOUSE;Leuven;3350;1135;2128;3556
HOUSELeuven3360;HOUSE;Leuven;3360;1229;2822;4322
HOUSELeuven3370;HOUSE;Leuven;3370;1357;2347;3150
HOUSELeuven3380;HOUSE;Leuven;3380;1185;2238;3008
HOUSELeuven3384;HOUSE;Leuven;3384;1702;1702;1702
HOUSELeuven3390;HOUSE;Leuven;3390;1377;2411;4167
HOUSELeuven3400;HOUSE;Leuven;3400;888;1659;3133
HOUSELeuven3401;HOUSE;Leuven;3401;1205;1684;2184
HOUSELeuven3404;HOUSE;Leuven;3404;700;1721;2418
HOUSELeuven3440;HOUSE;Leuven;3440;623;1796;6208
HOUSELeuven3450;HOUSE;Leuven;3450;1143;2153;3512
HOUSELeuven3454;HOUSE;Leuven;3454;961;1354;1986
HOUSELeuven3460;HOUSE;Leuven;3460;814;2452;6256
HOUSELeuven3470;HOUSE;Leuven;3470;1294;2015;3212
HOUSELeuven3471;HOUSE;Leuven;3471;1494;1494;1494
HOUSELeuven3472;HOUSE;Leuven;3472;2105;2267;2393
HOUSELeuven3473;HOUSE;Leuven;3473;1606;2005;2556
KOTLeuven3000;KOT;Leuven;3000;6824;12641;17500
KOTLeuven3001;KOT;Leuven;3001;7960;12915;15633
KOTLeuven3010;KOT;Leuven;3010;9045;9045;9045
LOFTLeuven3000;LOFT;Leuven;3000;4350;4350;4350
LOFTLeuven3020;LOFT;Leuven;3020;3004;3004;3004
LOFTLeuven3300;LOFT;Leuven;3300;2488;2488;2488
MANSIONLeuven3000;MANSION;Leuven;3000;2828;3723;4950
MANSIONLeuven3001;MANSION;Leuven;3001;2271;2560;2828
MANSIONLeuven3070;MANSION;Leuven;3070;1359;1561;1764
MANSIONLeuven3150;MANSION;Leuven;3150;2097;2097;2097
MANSIONLeuven3290;MANSION;Leuven;3290;1292;1292;1292
MANSIONLeuven3300;MANSION;Leuven;3300;1292;1359;1426
MANSIONLeuven3320;MANSION;Leuven;3320;1016;1918;2633
MIXED_USE_BUILDINGLeuven3000;MIXED_USE_BUILDING;Leuven;3000;1471;3213;5471
MIXED_USE_BUILDINGLeuven3012;MIXED_USE_BUILDING;Leuven;3012;2406;2406;2406
MIXED_USE_BUILDINGLeuven3020;MIXED_USE_BUILDING;Leuven;3020;1485;2009;2534
MIXED_USE_BUILDINGLeuven3060;MIXED_USE_BUILDING;Leuven;3060;3658;3658;3658
MIXED_USE_BUILDINGLeuven3070;MIXED_USE_BUILDING;Leuven;3070;1946;2497;3316
MIXED_USE_BUILDINGLeuven3080;MIXED_USE_BUILDING;Leuven;3080;2208;2960;3711
MIXED_USE_BUILDINGLeuven3111;MIXED_USE_BUILDING;Leuven;3111;1522;1522;1522
MIXED_USE_BUILDINGLeuven3140;MIXED_USE_BUILDING;Leuven;3140;1869;2832;3630
MIXED_USE_BUILDINGLeuven3150;MIXED_USE_BUILDING;Leuven;3150;2097;2097;2097
MIXED_USE_BUILDINGLeuven3190;MIXED_USE_BUILDING;Leuven;3190;1663;1663;1663
MIXED_USE_BUILDINGLeuven3191;MIXED_USE_BUILDING;Leuven;3191;1909;1909;1909
MIXED_USE_BUILDINGLeuven3200;MIXED_USE_BUILDING;Leuven;3200;1791;2176;2560
MIXED_USE_BUILDINGLeuven3201;MIXED_USE_BUILDING;Leuven;3201;3043;3043;3043
MIXED_USE_BUILDINGLeuven3202;MIXED_USE_BUILDING;Leuven;3202;758;758;758
MIXED_USE_BUILDINGLeuven3270;MIXED_USE_BUILDING;Leuven;3270;1206;3039;4872
MIXED_USE_BUILDINGLeuven3293;MIXED_USE_BUILDING;Leuven;3293;1330;1330;1330
MIXED_USE_BUILDINGLeuven3300;MIXED_USE_BUILDING;Leuven;3300;452;1631;3878
MIXED_USE_BUILDINGLeuven3320;MIXED_USE_BUILDING;Leuven;3320;1535;1535;1535
MIXED_USE_BUILDINGLeuven3360;MIXED_USE_BUILDING;Leuven;3360;2279;2827;3266
MIXED_USE_BUILDINGLeuven3390;MIXED_USE_BUILDING;Leuven;3390;1706;1706;1706
MIXED_USE_BUILDINGLeuven3400;MIXED_USE_BUILDING;Leuven;3400;1164;1164;1164
MIXED_USE_BUILDINGLeuven3401;MIXED_USE_BUILDING;Leuven;3401;2401;2401;2401
MIXED_USE_BUILDINGLeuven3460;MIXED_USE_BUILDING;Leuven;3460;814;814;814
MIXED_USE_BUILDINGLeuven3470;MIXED_USE_BUILDING;Leuven;3470;2044;2044;2044
PENTHOUSELeuven3000;PENTHOUSE;Leuven;3000;3551;5191;6647
PENTHOUSELeuven3010;PENTHOUSE;Leuven;3010;2825;3502;4179
PENTHOUSELeuven3020;PENTHOUSE;Leuven;3020;3163;5006;6647
PENTHOUSELeuven3060;PENTHOUSE;Leuven;3060;4263;4263;4263
PENTHOUSELeuven3080;PENTHOUSE;Leuven;3080;5827;7430;8212
PENTHOUSELeuven3120;PENTHOUSE;Leuven;3120;4037;4105;4178
PENTHOUSELeuven3130;PENTHOUSE;Leuven;3130;2944;3210;3414
PENTHOUSELeuven3140;PENTHOUSE;Leuven;3140;3642;3642;3642
PENTHOUSELeuven3150;PENTHOUSE;Leuven;3150;3186;3731;4538
PENTHOUSELeuven3190;PENTHOUSE;Leuven;3190;3906;3924;3942
PENTHOUSELeuven3191;PENTHOUSE;Leuven;3191;3716;3716;3716
PENTHOUSELeuven3200;PENTHOUSE;Leuven;3200;2915;3695;4058
PENTHOUSELeuven3210;PENTHOUSE;Leuven;3210;3739;3837;3934
PENTHOUSELeuven3270;PENTHOUSE;Leuven;3270;3577;3577;3577
PENTHOUSELeuven3271;PENTHOUSE;Leuven;3271;3469;3469;3469
PENTHOUSELeuven3300;PENTHOUSE;Leuven;3300;3094;3225;3356
SERVICE_FLATLeuven3001;SERVICE_FLAT;Leuven;3001;2008;2669;3000
SERVICE_FLATLeuven3012;SERVICE_FLAT;Leuven;3012;4403;4403;4403
SERVICE_FLATLeuven3110;SERVICE_FLAT;Leuven;3110;3235;3576;3917
SERVICE_FLATLeuven3190;SERVICE_FLAT;Leuven;3190;3980;3980;3980
SERVICE_FLATLeuven3200;SERVICE_FLAT;Leuven;3200;3644;3872;4141
SERVICE_FLATLeuven3210;SERVICE_FLAT;Leuven;3210;3682;3829;4545
SERVICE_FLATLeuven3272;SERVICE_FLAT;Leuven;3272;2842;3440;3902
SERVICE_FLATLeuven3300;SERVICE_FLAT;Leuven;3300;3804;4622;5311
SERVICE_FLATLeuven3460;SERVICE_FLAT;Leuven;3460;2462;2462;2462
TOWN_HOUSELeuven3000;TOWN_HOUSE;Leuven;3000;3356;3356;3356
TOWN_HOUSELeuven3001;TOWN_HOUSE;Leuven;3001;3762;3762;3762
TOWN_HOUSELeuven3012;TOWN_HOUSE;Leuven;3012;3427;3427;3427
TOWN_HOUSELeuven3150;TOWN_HOUSE;Leuven;3150;2695;2742;2857
TOWN_HOUSELeuven3290;TOWN_HOUSE;Leuven;3290;2865;2865;2865
TOWN_HOUSELeuven3300;TOWN_HOUSE;Leuven;3300;1295;1662;2028
TOWN_HOUSELeuven3440;TOWN_HOUSE;Leuven;3440;1285;1525;1766
VILLALeuven3000;VILLA;Leuven;3000;3180;3668;4589
VILLALeuven3001;VILLA;Leuven;3001;3015;3968;6404
VILLALeuven3010;VILLA;Leuven;3010;3883;3936;3990
VILLALeuven3012;VILLA;Leuven;3012;1767;2659;3427
VILLALeuven3018;VILLA;Leuven;3018;3469;3469;3469
VILLALeuven3020;VILLA;Leuven;3020;1243;2583;3662
VILLALeuven3040;VILLA;Leuven;3040;985;2166;2930
VILLALeuven3050;VILLA;Leuven;3050;2233;3302;4028
VILLALeuven3051;VILLA;Leuven;3051;2745;2745;2745
VILLALeuven3052;VILLA;Leuven;3052;3188;3188;3188
VILLALeuven3053;VILLA;Leuven;3053;1946;1946;1946
VILLALeuven3060;VILLA;Leuven;3060;3168;3168;3168
VILLALeuven3070;VILLA;Leuven;3070;2212;2248;2284
VILLALeuven3071;VILLA;Leuven;3071;1738;2792;3578
VILLALeuven3078;VILLA;Leuven;3078;2153;2817;3867
VILLALeuven3080;VILLA;Leuven;3080;2615;3170;4404
VILLALeuven3110;VILLA;Leuven;3110;1824;1950;2075
VILLALeuven3120;VILLA;Leuven;3120;1489;2477;3891
VILLALeuven3128;VILLA;Leuven;3128;1489;2290;3891
VILLALeuven3130;VILLA;Leuven;3130;1489;2488;3533
VILLALeuven3140;VILLA;Leuven;3140;1289;2675;3845
VILLALeuven3150;VILLA;Leuven;3150;2423;2988;4054
VILLALeuven3190;VILLA;Leuven;3190;3372;3927;4483
VILLALeuven3191;VILLA;Leuven;3191;3075;3534;3992
VILLALeuven3200;VILLA;Leuven;3200;1111;2556;3180
VILLALeuven3201;VILLA;Leuven;3201;2871;2871;2871
VILLALeuven3210;VILLA;Leuven;3210;1984;3048;3403
VILLALeuven3212;VILLA;Leuven;3212;2368;2368;2368
VILLALeuven3220;VILLA;Leuven;3220;3125;3279;3434
VILLALeuven3270;VILLA;Leuven;3270;1643;1643;1643
VILLALeuven3272;VILLA;Leuven;3272;5150;5150;5150
VILLALeuven3290;VILLA;Leuven;3290;1402;2085;2768
VILLALeuven3294;VILLA;Leuven;3294;1637;2056;2370
VILLALeuven3300;VILLA;Leuven;3300;1396;2489;4146
VILLALeuven3320;VILLA;Leuven;3320;2560;2647;2820
VILLALeuven3350;VILLA;Leuven;3350;1759;1942;2421
VILLALeuven3360;VILLA;Leuven;3360;2374;2432;2490
VILLALeuven3370;VILLA;Leuven;3370;1936;3060;3830
VILLALeuven3380;VILLA;Leuven;3380;2741;2741;2741
VILLALeuven3390;VILLA;Leuven;3390;2415;2415;2415
VILLALeuven3391;VILLA;Leuven;3391;3109;3109;3109
VILLALeuven3400;VILLA;Leuven;3400;1330;2063;2796
VILLALeuven3401;VILLA;Leuven;3401;2385;2385;2385
VILLALeuven3440;VILLA;Leuven;3440;2063;2328;2475
VILLALeuven3450;VILLA;Leuven;3450;1967;1995;2023
VILLALeuven3460;VILLA;Leuven;3460;2049;2049;2049
VILLALeuven3471;VILLA;Leuven;3471;1615;1712;1810
VILLALeuven3472;VILLA;Leuven;3472;913;913;913
APARTMENTLiège4000;APARTMENT;Liège;4000;1000;2973;5265
APARTMENTLiège4020;APARTMENT;Liège;4020;447;2578;4038
APARTMENTLiège4030;APARTMENT;Liège;4030;1520;2307;3316
APARTMENTLiège4031;APARTMENT;Liège;4031;1972;3271;4014
APARTMENTLiège4032;APARTMENT;Liège;4032;1508;2091;2609
APARTMENTLiège4040;APARTMENT;Liège;4040;1106;2077;2967
APARTMENTLiège4041;APARTMENT;Liège;4041;1414;2073;2753
APARTMENTLiège4042;APARTMENT;Liège;4042;3324;3463;3602
APARTMENTLiège4050;APARTMENT;Liège;4050;1893;2676;3333
APARTMENTLiège4051;APARTMENT;Liège;4051;1324;2124;2861
APARTMENTLiège4052;APARTMENT;Liège;4052;2051;3998;5037
APARTMENTLiège4053;APARTMENT;Liège;4053;1439;2414;4762
APARTMENTLiège4100;APARTMENT;Liège;4100;913;2738;7353
APARTMENTLiège4101;APARTMENT;Liège;4101;1026;1649;2350
APARTMENTLiège4102;APARTMENT;Liège;4102;1865;2572;4310
APARTMENTLiège4120;APARTMENT;Liège;4120;2008;2954;3620
APARTMENTLiège4121;APARTMENT;Liège;4121;2187;3109;3463
APARTMENTLiège4122;APARTMENT;Liège;4122;2454;3337;3839
APARTMENTLiège4130;APARTMENT;Liège;4130;1500;3195;3837
APARTMENTLiège4140;APARTMENT;Liège;4140;2179;2384;2774
APARTMENTLiège4141;APARTMENT;Liège;4141;2793;2793;2793
APARTMENTLiège4170;APARTMENT;Liège;4170;3056;3056;3056
APARTMENTLiège4340;APARTMENT;Liège;4340;1889;2844;3211
APARTMENTLiège4342;APARTMENT;Liège;4342;2718;2726;2739
APARTMENTLiège4400;APARTMENT;Liège;4400;1000;2262;3227
APARTMENTLiège4420;APARTMENT;Liège;4420;1857;2789;3500
APARTMENTLiège4430;APARTMENT;Liège;4430;1342;2690;3394
APARTMENTLiège4431;APARTMENT;Liège;4431;1674;2340;3006
APARTMENTLiège4432;APARTMENT;Liège;4432;1837;2404;3238
APARTMENTLiège4450;APARTMENT;Liège;4450;2390;2547;2736
APARTMENTLiège4452;APARTMENT;Liège;4452;2282;2544;2931
APARTMENTLiège4458;APARTMENT;Liège;4458;2390;2489;2622
APARTMENTLiège4460;APARTMENT;Liège;4460;767;1899;5900
APARTMENTLiège4600;APARTMENT;Liège;4600;1822;2943;4563
APARTMENTLiège4607;APARTMENT;Liège;4607;3111;3111;3111
APARTMENTLiège4608;APARTMENT;Liège;4608;1893;2191;2403
APARTMENTLiège4610;APARTMENT;Liège;4610;1391;1977;2643
APARTMENTLiège4620;APARTMENT;Liège;4620;1779;2957;3400
APARTMENTLiège4624;APARTMENT;Liège;4624;1980;2800;3049
APARTMENTLiège4630;APARTMENT;Liège;4630;1398;2197;2970
APARTMENTLiège4633;APARTMENT;Liège;4633;2030;2030;2030
APARTMENTLiège4670;APARTMENT;Liège;4670;2799;3123;3764
APARTMENTLiège4671;APARTMENT;Liège;4671;1877;2932;3952
APARTMENTLiège4680;APARTMENT;Liège;4680;2063;2782;3322
APARTMENTLiège4681;APARTMENT;Liège;4681;2327;2510;2703
APARTMENTLiège4682;APARTMENT;Liège;4682;2265;2344;2447
APARTMENTLiège4683;APARTMENT;Liège;4683;1453;1453;1453
APARTMENTLiège4684;APARTMENT;Liège;4684;2959;2959;2959
APARTMENTLiège4690;APARTMENT;Liège;4690;1800;2298;3725
APARTMENTLiège4870;APARTMENT;Liège;4870;2282;3103;3500
APARTMENTLiège4920;APARTMENT;Liège;4920;1410;2966;3439
APARTMENT_BLOCKLiège4000;APARTMENT_BLOCK;Liège;4000;478;1767;3466
APARTMENT_BLOCKLiège4020;APARTMENT_BLOCK;Liège;4020;449;1544;3453
APARTMENT_BLOCKLiège4030;APARTMENT_BLOCK;Liège;4030;1266;1359;1520
APARTMENT_BLOCKLiège4031;APARTMENT_BLOCK;Liège;4031;1390;1412;1433
APARTMENT_BLOCKLiège4032;APARTMENT_BLOCK;Liège;4032;825;1423;2477
APARTMENT_BLOCKLiège4040;APARTMENT_BLOCK;Liège;4040;638;1666;3901
APARTMENT_BLOCKLiège4041;APARTMENT_BLOCK;Liège;4041;1000;1119;1238
APARTMENT_BLOCKLiège4051;APARTMENT_BLOCK;Liège;4051;982;982;982
APARTMENT_BLOCKLiège4052;APARTMENT_BLOCK;Liège;4052;2448;2448;2448
APARTMENT_BLOCKLiège4100;APARTMENT_BLOCK;Liège;4100;621;2436;15942
APARTMENT_BLOCKLiège4101;APARTMENT_BLOCK;Liège;4101;906;1679;3118
APARTMENT_BLOCKLiège4102;APARTMENT_BLOCK;Liège;4102;716;1180;1696
APARTMENT_BLOCKLiège4122;APARTMENT_BLOCK;Liège;4122;1606;1874;2141
APARTMENT_BLOCKLiège4130;APARTMENT_BLOCK;Liège;4130;1050;1500;1966
APARTMENT_BLOCKLiège4140;APARTMENT_BLOCK;Liège;4140;1363;1932;2373
APARTMENT_BLOCKLiège4141;APARTMENT_BLOCK;Liège;4141;675;838;1000
APARTMENT_BLOCKLiège4400;APARTMENT_BLOCK;Liège;4400;839;1396;1850
APARTMENT_BLOCKLiège4420;APARTMENT_BLOCK;Liège;4420;561;1383;1846
APARTMENT_BLOCKLiège4430;APARTMENT_BLOCK;Liège;4430;931;1099;1411
APARTMENT_BLOCKLiège4432;APARTMENT_BLOCK;Liège;4432;2036;2036;2036
APARTMENT_BLOCKLiège4458;APARTMENT_BLOCK;Liège;4458;2570;2570;2570
