key_zip_code;sub_properies;locality;zip_code;Min_price_sq;Mean_price_sq;Max_price_sq
APARTMENTAalst9300;APARTMENT;Aalst;9300;1082;3374;4624
APARTMENTAalst9310;APARTMENT;Aalst;9310;2560;3129;3697
APARTMENTAalst9320;APARTMENT;Aalst;9320;1613;3077;3636
APARTMENTAalst9400;APARTMENT;Aalst;9400;1302;2624;3905
APARTMENTAalst9402;APARTMENT;Aalst;9402;1525;2659;3274
APARTMENTAalst9420;APARTMENT;Aalst;9420;2791;2917;3067
APARTMENTAalst9450;APARTMENT;Aalst;9450;2133;2420;2607
APARTMENTAalst9451;APARTMENT;Aalst;9451;2849;2849;2849
APARTMENTAalst9470;APARTMENT;Aalst;9470;2130;3001;3425
APARTMENTAalst9473;APARTMENT;Aalst;9473;2176;2176;2176
APARTMENTAalst9500;APARTMENT;Aalst;9500;539;2367;3467
APARTMENTAalst9520;APARTMENT;Aalst;9520;2637;2637;2637
APARTMENTAalst9550;APARTMENT;Aalst;9550;2173;2742;3933
APARTMENTAalst9620;APARTMENT;Aalst;9620;2129;3458;4570
APARTMENT_BLOCKAalst9300;APARTMENT_BLOCK;Aalst;9300;1994;2285;2576
APARTMENT_BLOCKAalst9310;APARTMENT_BLOCK;Aalst;9310;1395;2240;3084
APARTMENT_BLOCKAalst9400;APARTMENT_BLOCK;Aalst;9400;2339;2339;2339
APARTMENT_BLOCKAalst9500;APARTMENT_BLOCK;Aalst;9500;1030;1030;1030
DUPLEX-TRIPLEXAalst9300;DUPLEX-TRIPLEX;Aalst;9300;654;2503;5085
DUPLEX-TRIPLEXAalst9308;DUPLEX-TRIPLEX;Aalst;9308;1172;2130;3280
DUPLEX-TRIPLEXAalst9310;DUPLEX-TRIPLEX;Aalst;9310;1094;2420;5085
DUPLEX-TRIPLEXAalst9320;DUPLEX-TRIPLEX;Aalst;9320;597;2332;5050
DUPLEX-TRIPLEXAalst9340;DUPLEX-TRIPLEX;Aalst;9340;875;2744;3933
DUPLEX-TRIPLEXAalst9400;DUPLEX-TRIPLEX;Aalst;9400;730;2450;5188
DUPLEX-TRIPLEXAalst9401;DUPLEX-TRIPLEX;Aalst;9401;1946;2241;2458
DUPLEX-TRIPLEXAalst9402;DUPLEX-TRIPLEX;Aalst;9402;1061;2166;3129
DUPLEX-TRIPLEXAalst9403;DUPLEX-TRIPLEX;Aalst;9403;1640;1792;1943
DUPLEX-TRIPLEXAalst9404;DUPLEX-TRIPLEX;Aalst;9404;2117;2394;3260
DUPLEX-TRIPLEXAalst9406;DUPLEX-TRIPLEX;Aalst;9406;1327;2563;3655
DUPLEX-TRIPLEXAalst9420;DUPLEX-TRIPLEX;Aalst;9420;742;2388;5507
DUPLEX-TRIPLEXAalst9450;DUPLEX-TRIPLEX;Aalst;9450;995;2369;3641
DUPLEX-TRIPLEXAalst9451;DUPLEX-TRIPLEX;Aalst;9451;1331;1331;1331
DUPLEX-TRIPLEXAalst9470;DUPLEX-TRIPLEX;Aalst;9470;507;2189;5330
DUPLEX-TRIPLEXAalst9472;DUPLEX-TRIPLEX;Aalst;9472;1495;2496;3322
DUPLEX-TRIPLEXAalst9473;DUPLEX-TRIPLEX;Aalst;9473;926;2176;4207
DUPLEX-TRIPLEXAalst9500;DUPLEX-TRIPLEX;Aalst;9500;554;2047;4545
DUPLEX-TRIPLEXAalst9506;DUPLEX-TRIPLEX;Aalst;9506;1203;2132;3292
DUPLEX-TRIPLEXAalst9520;DUPLEX-TRIPLEX;Aalst;9520;1218;2538;4902
DUPLEX-TRIPLEXAalst9550;DUPLEX-TRIPLEX;Aalst;9550;550;2381;5261
DUPLEX-TRIPLEXAalst9552;DUPLEX-TRIPLEX;Aalst;9552;2326;2634;3069
DUPLEX-TRIPLEXAalst9620;DUPLEX-TRIPLEX;Aalst;9620;731;2429;4572
FLAT_STUDIOAalst9300;FLAT_STUDIO;Aalst;9300;4066;4280;4501
GROUND_FLOORAalst9300;GROUND_FLOOR;Aalst;9300;1736;2916;4500
GROUND_FLOORAalst9320;GROUND_FLOOR;Aalst;9320;2690;2690;2690
GROUND_FLOORAalst9402;GROUND_FLOOR;Aalst;9402;2828;2964;3087
GROUND_FLOORAalst9420;GROUND_FLOOR;Aalst;9420;2917;3006;3096
GROUND_FLOORAalst9470;GROUND_FLOOR;Aalst;9470;3025;3072;3118
GROUND_FLOORAalst9473;GROUND_FLOOR;Aalst;9473;1799;1799;1799
GROUND_FLOORAalst9500;GROUND_FLOOR;Aalst;9500;2707;2818;2929
HOUSEAalst9300;HOUSE;Aalst;9300;903;1923;3259
HOUSEAalst9308;HOUSE;Aalst;9308;1462;2228;2820
HOUSEAalst9310;HOUSE;Aalst;9310;1389;2272;3322
HOUSEAalst9320;HOUSE;Aalst;9320;658;2149;3435
HOUSEAalst9340;HOUSE;Aalst;9340;831;2152;4082
HOUSEAalst9400;HOUSE;Aalst;9400;1196;2205;3370
HOUSEAalst9401;HOUSE;Aalst;9401;1700;1700;1700
HOUSEAalst9402;HOUSE;Aalst;9402;1473;1864;2136
HOUSEAalst9403;HOUSE;Aalst;9403;1250;1250;1250
HOUSEAalst9404;HOUSE;Aalst;9404;2491;2491;2491
HOUSEAalst9420;HOUSE;Aalst;9420;900;2357;2916
HOUSEAalst9450;HOUSE;Aalst;9450;1233;2623;3420
HOUSEAalst9451;HOUSE;Aalst;9451;1831;2108;2364
HOUSEAalst9470;HOUSE;Aalst;9470;862;2266;3600
HOUSEAalst9472;HOUSE;Aalst;9472;2609;2659;2709
HOUSEAalst9473;HOUSE;Aalst;9473;914;1615;2316
HOUSEAalst9500;HOUSE;Aalst;9500;705;1764;2875
HOUSEAalst9506;HOUSE;Aalst;9506;1169;1911;2251
HOUSEAalst9520;HOUSE;Aalst;9520;790;2337;3679
HOUSEAalst9550;HOUSE;Aalst;9550;953;2141;3033
HOUSEAalst9551;HOUSE;Aalst;9551;1336;1336;1336
HOUSEAalst9620;HOUSE;Aalst;9620;1075;2324;2983
LOFTAalst9300;LOFT;Aalst;9300;1919;3122;3561
LOFTAalst9550;LOFT;Aalst;9550;2408;2408;2408
MANSIONAalst9300;MANSION;Aalst;9300;1322;1322;1322
MIXED_USE_BUILDINGAalst9300;MIXED_USE_BUILDING;Aalst;9300;1052;1352;1663
MIXED_USE_BUILDINGAalst9400;MIXED_USE_BUILDING;Aalst;9400;1508;1508;1508
MIXED_USE_BUILDINGAalst9450;MIXED_USE_BUILDING;Aalst;9450;1332;1332;1332
MIXED_USE_BUILDINGAalst9500;MIXED_USE_BUILDING;Aalst;9500;854;1428;2129
PENTHOUSEAalst9300;PENTHOUSE;Aalst;9300;3952;4070;4189
PENTHOUSEAalst9470;PENTHOUSE;Aalst;9470;2905;3511;3772
PENTHOUSEAalst9620;PENTHOUSE;Aalst;9620;3750;4125;4500
SERVICE_FLATAalst9300;SERVICE_FLAT;Aalst;9300;2954;3151;3425
SERVICE_FLATAalst9420;SERVICE_FLAT;Aalst;9420;3140;3140;3140
SERVICE_FLATAalst9550;SERVICE_FLAT;Aalst;9550;2647;2855;3262
VILLAAalst9420;VILLA;Aalst;9420;2546;2850;3028
VILLAAalst9500;VILLA;Aalst;9500;1887;1890;1893
VILLAAalst9520;VILLA;Aalst;9520;2759;2759;2759
APARTMENTAntwerp2000;APARTMENT;Antwerp;2000;1500;4872;12447
APARTMENTAntwerp2018;APARTMENT;Antwerp;2018;1375;3771;7143
APARTMENTAntwerp2020;APARTMENT;Antwerp;2020;1404;2716;3984
APARTMENTAntwerp2030;APARTMENT;Antwerp;2030;2488;5756;7435
APARTMENTAntwerp2050;APARTMENT;Antwerp;2050;1762;3541;5111
APARTMENTAntwerp2060;APARTMENT;Antwerp;2060;1599;3007;6543
APARTMENTAntwerp2070;APARTMENT;Antwerp;2070;1635;3016;4768
APARTMENTAntwerp2100;APARTMENT;Antwerp;2100;1548;2708;6086
APARTMENTAntwerp2110;APARTMENT;Antwerp;2110;2500;4049;6508
APARTMENTAntwerp2140;APARTMENT;Antwerp;2140;1550;2757;8250
APARTMENTAntwerp2150;APARTMENT;Antwerp;2150;1798;3021;4297
APARTMENTAntwerp2160;APARTMENT;Antwerp;2160;1357;3469;4351
APARTMENTAntwerp2170;APARTMENT;Antwerp;2170;1677;2506;4143
APARTMENTAntwerp2180;APARTMENT;Antwerp;2180;2100;3213;4713
APARTMENTAntwerp2240;APARTMENT;Antwerp;2240;1427;3539;4631
APARTMENTAntwerp2242;APARTMENT;Antwerp;2242;1890;2508;3351
APARTMENTAntwerp2243;APARTMENT;Antwerp;2243;2148;2515;3056
APARTMENTAntwerp2390;APARTMENT;Antwerp;2390;2266;3188;3596
APARTMENTAntwerp2520;APARTMENT;Antwerp;2520;1667;3409;5152
APARTMENTAntwerp2530;APARTMENT;Antwerp;2530;2402;3101;4101
APARTMENTAntwerp2540;APARTMENT;Antwerp;2540;2843;2843;2843
APARTMENTAntwerp2547;APARTMENT;Antwerp;2547;2647;3426;4245
APARTMENTAntwerp2550;APARTMENT;Antwerp;2550;2446;3302;4938
APARTMENTAntwerp2600;APARTMENT;Antwerp;2600;1358;3002;6024
APARTMENTAntwerp2610;APARTMENT;Antwerp;2610;1567;2813;4725
APARTMENTAntwerp2620;APARTMENT;Antwerp;2620;1935;2943;5042
APARTMENTAntwerp2627;APARTMENT;Antwerp;2627;2300;3181;3694
APARTMENTAntwerp2630;APARTMENT;Antwerp;2630;1934;3283;4238
APARTMENTAntwerp2640;APARTMENT;Antwerp;2640;1766;3387;5002
APARTMENTAntwerp2650;APARTMENT;Antwerp;2650;2143;3382;8234
APARTMENTAntwerp2660;APARTMENT;Antwerp;2660;1767;2575;4063
APARTMENTAntwerp2840;APARTMENT;Antwerp;2840;3000;3000;3000
APARTMENTAntwerp2845;APARTMENT;Antwerp;2845;2969;3756;5235
APARTMENTAntwerp2850;APARTMENT;Antwerp;2850;1748;2108;2606
APARTMENTAntwerp2900;APARTMENT;Antwerp;2900;2538;3497;4831
APARTMENTAntwerp2910;APARTMENT;Antwerp;2910;2627;2627;2627
APARTMENTAntwerp2920;APARTMENT;Antwerp;2920;2921;3290;4026
APARTMENTAntwerp2930;APARTMENT;Antwerp;2930;2163;3415;4397
APARTMENTAntwerp2940;APARTMENT;Antwerp;2940;2267;2550;3056
APARTMENTAntwerp2950;APARTMENT;Antwerp;2950;2127;2650;3173
APARTMENTAntwerp2970;APARTMENT;Antwerp;2970;3062;3689;3959
APARTMENTAntwerp2980;APARTMENT;Antwerp;2980;3068;3256;3372
APARTMENTAntwerp2990;APARTMENT;Antwerp;2990;3423;3576;3777
APARTMENT_BLOCKAntwerp2000;APARTMENT_BLOCK;Antwerp;2000;1033;3005;6119
APARTMENT_BLOCKAntwerp2018;APARTMENT_BLOCK;Antwerp;2018;1009;2948;4900
APARTMENT_BLOCKAntwerp2020;APARTMENT_BLOCK;Antwerp;2020;1199;1772;2398
APARTMENT_BLOCKAntwerp2050;APARTMENT_BLOCK;Antwerp;2050;4059;4059;4059
APARTMENT_BLOCKAntwerp2060;APARTMENT_BLOCK;Antwerp;2060;954;2449;6506
APARTMENT_BLOCKAntwerp2070;APARTMENT_BLOCK;Antwerp;2070;2833;2833;2833
APARTMENT_BLOCKAntwerp2100;APARTMENT_BLOCK;Antwerp;2100;947;3025;14545
APARTMENT_BLOCKAntwerp2140;APARTMENT_BLOCK;Antwerp;2140;1363;2250;4103
APARTMENT_BLOCKAntwerp2160;APARTMENT_BLOCK;Antwerp;2160;2458;2458;2458
APARTMENT_BLOCKAntwerp2170;APARTMENT_BLOCK;Antwerp;2170;945;2355;4068
APARTMENT_BLOCKAntwerp2180;APARTMENT_BLOCK;Antwerp;2180;2201;2201;2201
APARTMENT_BLOCKAntwerp2242;APARTMENT_BLOCK;Antwerp;2242;1890;1890;1890
APARTMENT_BLOCKAntwerp2390;APARTMENT_BLOCK;Antwerp;2390;1318;1318;1318
APARTMENT_BLOCKAntwerp2530;APARTMENT_BLOCK;Antwerp;2530;2253;2253;2253
APARTMENT_BLOCKAntwerp2550;APARTMENT_BLOCK;Antwerp;2550;2184;2184;2184
APARTMENT_BLOCKAntwerp2600;APARTMENT_BLOCK;Antwerp;2600;2110;2731;3656
APARTMENT_BLOCKAntwerp2610;APARTMENT_BLOCK;Antwerp;2610;1437;3373;8750
APARTMENT_BLOCKAntwerp2620;APARTMENT_BLOCK;Antwerp;2620;2249;2773;3297
APARTMENT_BLOCKAntwerp2630;APARTMENT_BLOCK;Antwerp;2630;3495;3495;3495
APARTMENT_BLOCKAntwerp2640;APARTMENT_BLOCK;Antwerp;2640;1219;2299;3987
APARTMENT_BLOCKAntwerp2660;APARTMENT_BLOCK;Antwerp;2660;1316;1573;1872
APARTMENT_BLOCKAntwerp2950;APARTMENT_BLOCK;Antwerp;2950;1750;1750;1750
DUPLEX-TRIPLEXAntwerp2000;DUPLEX-TRIPLEX;Antwerp;2000;1821;4873;11960
DUPLEX-TRIPLEXAntwerp2018;DUPLEX-TRIPLEX;Antwerp;2018;2419;3427;5417
DUPLEX-TRIPLEXAntwerp2050;DUPLEX-TRIPLEX;Antwerp;2050;2403;2578;2753
DUPLEX-TRIPLEXAntwerp2060;DUPLEX-TRIPLEX;Antwerp;2060;2536;3235;3936
DUPLEX-TRIPLEXAntwerp2070;DUPLEX-TRIPLEX;Antwerp;2070;3032;3864;4407
DUPLEX-TRIPLEXAntwerp2100;DUPLEX-TRIPLEX;Antwerp;2100;1568;2637;3772
DUPLEX-TRIPLEXAntwerp2110;DUPLEX-TRIPLEX;Antwerp;2110;5680;5851;6023
DUPLEX-TRIPLEXAntwerp2140;DUPLEX-TRIPLEX;Antwerp;2140;1963;2392;2821
DUPLEX-TRIPLEXAntwerp2150;DUPLEX-TRIPLEX;Antwerp;2150;3140;3140;3140
DUPLEX-TRIPLEXAntwerp2170;DUPLEX-TRIPLEX;Antwerp;2170;2272;2903;3352
DUPLEX-TRIPLEXAntwerp2180;DUPLEX-TRIPLEX;Antwerp;2180;1424;2012;2600
DUPLEX-TRIPLEXAntwerp2240;DUPLEX-TRIPLEX;Antwerp;2240;2067;2067;2067
DUPLEX-TRIPLEXAntwerp2520;DUPLEX-TRIPLEX;Antwerp;2520;2921;3052;3182
DUPLEX-TRIPLEXAntwerp2530;DUPLEX-TRIPLEX;Antwerp;2530;3138;3138;3138
DUPLEX-TRIPLEXAntwerp2540;DUPLEX-TRIPLEX;Antwerp;2540;2376;2938;3500
DUPLEX-TRIPLEXAntwerp2550;DUPLEX-TRIPLEX;Antwerp;2550;2184;2728;3717
DUPLEX-TRIPLEXAntwerp2600;DUPLEX-TRIPLEX;Antwerp;2600;2685;3581;4195
DUPLEX-TRIPLEXAntwerp2610;DUPLEX-TRIPLEX;Antwerp;2610;1882;3322;4596
DUPLEX-TRIPLEXAntwerp2620;DUPLEX-TRIPLEX;Antwerp;2620;2874;3034;3194
DUPLEX-TRIPLEXAntwerp2627;DUPLEX-TRIPLEX;Antwerp;2627;2448;2448;2448
DUPLEX-TRIPLEXAntwerp2630;DUPLEX-TRIPLEX;Antwerp;2630;3994;3994;3994
DUPLEX-TRIPLEXAntwerp2640;DUPLEX-TRIPLEX;Antwerp;2640;2260;2260;2260
DUPLEX-TRIPLEXAntwerp2650;DUPLEX-TRIPLEX;Antwerp;2650;2143;2414;2778
DUPLEX-TRIPLEXAntwerp2900;DUPLEX-TRIPLEX;Antwerp;2900;1707;1707;1707
DUPLEX-TRIPLEXAntwerp2930;DUPLEX-TRIPLEX;Antwerp;2930;2436;2436;2436
DUPLEX-TRIPLEXAntwerp2990;DUPLEX-TRIPLEX;Antwerp;2990;1616;1616;1616
EXCEPTIONAL_PROPERTYAntwerp2000;EXCEPTIONAL_PROPERTY;Antwerp;2000;1888;3511;6997
EXCEPTIONAL_PROPERTYAntwerp2018;EXCEPTIONAL_PROPERTY;Antwerp;2018;2000;3264;5223
EXCEPTIONAL_PROPERTYAntwerp2020;EXCEPTIONAL_PROPERTY;Antwerp;2020;2830;2830;2830
EXCEPTIONAL_PROPERTYAntwerp2060;EXCEPTIONAL_PROPERTY;Antwerp;2060;4315;4315;4315
EXCEPTIONAL_PROPERTYAntwerp2070;EXCEPTIONAL_PROPERTY;Antwerp;2070;5267;5267;5267
EXCEPTIONAL_PROPERTYAntwerp2100;EXCEPTIONAL_PROPERTY;Antwerp;2100;2095;2095;2095
EXCEPTIONAL_PROPERTYAntwerp2140;EXCEPTIONAL_PROPERTY;Antwerp;2140;2095;2095;2095
EXCEPTIONAL_PROPERTYAntwerp2150;EXCEPTIONAL_PROPERTY;Antwerp;2150;1580;1580;1580
EXCEPTIONAL_PROPERTYAntwerp2240;EXCEPTIONAL_PROPERTY;Antwerp;2240;1750;1902;2053
EXCEPTIONAL_PROPERTYAntwerp2243;EXCEPTIONAL_PROPERTY;Antwerp;2243;3206;3206;3206
EXCEPTIONAL_PROPERTYAntwerp2530;EXCEPTIONAL_PROPERTY;Antwerp;2530;6302;6302;6302
EXCEPTIONAL_PROPERTYAntwerp2540;EXCEPTIONAL_PROPERTY;Antwerp;2540;2925;2925;2925
EXCEPTIONAL_PROPERTYAntwerp2600;EXCEPTIONAL_PROPERTY;Antwerp;2600;2927;4149;5223
EXCEPTIONAL_PROPERTYAntwerp2610;EXCEPTIONAL_PROPERTY;Antwerp;2610;1574;2366;3158
EXCEPTIONAL_PROPERTYAntwerp2620;EXCEPTIONAL_PROPERTY;Antwerp;2620;2560;2560;2560
EXCEPTIONAL_PROPERTYAntwerp2640;EXCEPTIONAL_PROPERTY;Antwerp;2640;3072;3072;3072
EXCEPTIONAL_PROPERTYAntwerp2650;EXCEPTIONAL_PROPERTY;Antwerp;2650;4894;4894;4894
FLAT_STUDIOAntwerp2000;FLAT_STUDIO;Antwerp;2000;2625;5296;10904
FLAT_STUDIOAntwerp2018;FLAT_STUDIO;Antwerp;2018;2439;3656;5000
FLAT_STUDIOAntwerp2060;FLAT_STUDIO;Antwerp;2060;2912;4432;5667
FLAT_STUDIOAntwerp2100;FLAT_STUDIO;Antwerp;2100;1816;3017;3833
FLAT_STUDIOAntwerp2140;FLAT_STUDIO;Antwerp;2140;2738;2738;2738
FLAT_STUDIOAntwerp2160;FLAT_STUDIO;Antwerp;2160;4132;4132;4132
FLAT_STUDIOAntwerp2243;FLAT_STUDIO;Antwerp;2243;4380;4380;4380
FLAT_STUDIOAntwerp2520;FLAT_STUDIO;Antwerp;2520;3700;3700;3700
FLAT_STUDIOAntwerp2547;FLAT_STUDIO;Antwerp;2547;3566;3566;3566
FLAT_STUDIOAntwerp2600;FLAT_STUDIO;Antwerp;2600;2604;3166;3649
FLAT_STUDIOAntwerp2610;FLAT_STUDIO;Antwerp;2610;3216;3216;3216
FLAT_STUDIOAntwerp2640;FLAT_STUDIO;Antwerp;2640;3095;3190;3281
FLAT_STUDIOAntwerp2650;FLAT_STUDIO;Antwerp;2650;1759;1759;1759
FLAT_STUDIOAntwerp2660;FLAT_STUDIO;Antwerp;2660;2302;2349;2396
GROUND_FLOORAntwerp2000;GROUND_FLOOR;Antwerp;2000;1107;3856;4980
GROUND_FLOORAntwerp2018;GROUND_FLOOR;Antwerp;2018;2276;4256;5271
GROUND_FLOORAntwerp2020;GROUND_FLOOR;Antwerp;2020;1557;2640;3586
GROUND_FLOORAntwerp2050;GROUND_FLOOR;Antwerp;2050;3393;3768;4254
GROUND_FLOORAntwerp2060;GROUND_FLOOR;Antwerp;2060;2488;3210;3644
GROUND_FLOORAntwerp2070;GROUND_FLOOR;Antwerp;2070;2287;2314;2341
GROUND_FLOORAntwerp2100;GROUND_FLOOR;Antwerp;2100;1884;2726;3602
GROUND_FLOORAntwerp2110;GROUND_FLOOR;Antwerp;2110;2688;2688;2688
GROUND_FLOORAntwerp2140;GROUND_FLOOR;Antwerp;2140;956;2577;4029
GROUND_FLOORAntwerp2150;GROUND_FLOOR;Antwerp;2150;2588;3049;3667
GROUND_FLOORAntwerp2160;GROUND_FLOOR;Antwerp;2160;2863;3449;3854
GROUND_FLOORAntwerp2170;GROUND_FLOOR;Antwerp;2170;1841;2566;3558
GROUND_FLOORAntwerp2180;GROUND_FLOOR;Antwerp;2180;2653;3180;3966
GROUND_FLOORAntwerp2240;GROUND_FLOOR;Antwerp;2240;3218;3583;3800
GROUND_FLOORAntwerp2243;GROUND_FLOOR;Antwerp;2243;3781;3781;3781
GROUND_FLOORAntwerp2390;GROUND_FLOOR;Antwerp;2390;1159;2322;3761
GROUND_FLOORAntwerp2520;GROUND_FLOOR;Antwerp;2520;2660;3239;3667
GROUND_FLOORAntwerp2530;GROUND_FLOOR;Antwerp;2530;3708;3708;3708
GROUND_FLOORAntwerp2547;GROUND_FLOOR;Antwerp;2547;3592;3848;4202
GROUND_FLOORAntwerp2550;GROUND_FLOOR;Antwerp;2550;2433;3504;4257
GROUND_FLOORAntwerp2600;GROUND_FLOOR;Antwerp;2600;2388;3271;4034
GROUND_FLOORAntwerp2610;GROUND_FLOOR;Antwerp;2610;2288;3107;4207
GROUND_FLOORAntwerp2620;GROUND_FLOOR;Antwerp;2620;3080;3462;3652
GROUND_FLOORAntwerp2627;GROUND_FLOOR;Antwerp;2627;2290;2290;2290
GROUND_FLOORAntwerp2630;GROUND_FLOOR;Antwerp;2630;2469;3138;3821
GROUND_FLOORAntwerp2640;GROUND_FLOOR;Antwerp;2640;2826;3670;5036
GROUND_FLOORAntwerp2650;GROUND_FLOOR;Antwerp;2650;2043;3307;4684
GROUND_FLOORAntwerp2660;GROUND_FLOOR;Antwerp;2660;1865;2644;3398
GROUND_FLOORAntwerp2850;GROUND_FLOOR;Antwerp;2850;1953;1953;1953
GROUND_FLOORAntwerp2900;GROUND_FLOOR;Antwerp;2900;2576;2576;2576
GROUND_FLOORAntwerp2920;GROUND_FLOOR;Antwerp;2920;2981;2981;2981
GROUND_FLOORAntwerp2930;GROUND_FLOOR;Antwerp;2930;2361;3572;4025
GROUND_FLOORAntwerp2990;GROUND_FLOOR;Antwerp;2990;3440;3510;3568
HOUSEAntwerp2000;HOUSE;Antwerp;2000;1830;3323;5580
HOUSEAntwerp2018;HOUSE;Antwerp;2018;1200;2733;4964
HOUSEAntwerp2020;HOUSE;Antwerp;2020;1024;2373;7194
HOUSEAntwerp2030;HOUSE;Antwerp;2030;1815;1815;1815
HOUSEAntwerp2040;HOUSE;Antwerp;2040;1355;2306;3328
HOUSEAntwerp2050;HOUSE;Antwerp;2050;1078;2967;4214
HOUSEAntwerp2060;HOUSE;Antwerp;2060;933;2012;3125
HOUSEAntwerp2070;HOUSE;Antwerp;2070;1277;2225;4809
HOUSEAntwerp2100;HOUSE;Antwerp;2100;590;2255;3477
HOUSEAntwerp2110;HOUSE;Antwerp;2110;1361;2364;3919
HOUSEAntwerp2140;HOUSE;Antwerp;2140;1271;2222;3269
HOUSEAntwerp2150;HOUSE;Antwerp;2150;1400;2373;3365
HOUSEAntwerp2160;HOUSE;Antwerp;2160;1377;2576;4211
HOUSEAntwerp2170;HOUSE;Antwerp;2170;1209;2210;3627
HOUSEAntwerp2180;HOUSE;Antwerp;2180;1246;2377;3440
HOUSEAntwerp2240;HOUSE;Antwerp;2240;857;2373;4248
HOUSEAntwerp2242;HOUSE;Antwerp;2242;1867;2238;2610
HOUSEAntwerp2243;HOUSE;Antwerp;2243;1950;2345;2674
HOUSEAntwerp2390;HOUSE;Antwerp;2390;1231;2337;3421
HOUSEAntwerp2520;HOUSE;Antwerp;2520;1250;2611;4437
HOUSEAntwerp2530;HOUSE;Antwerp;2530;1383;2842;4438
HOUSEAntwerp2531;HOUSE;Antwerp;2531;2307;2601;2960
HOUSEAntwerp2540;HOUSE;Antwerp;2540;1846;2802;4585
HOUSEAntwerp2547;HOUSE;Antwerp;2547;1869;2625;4115
HOUSEAntwerp2550;HOUSE;Antwerp;2550;1029;2650;5556
HOUSEAntwerp2600;HOUSE;Antwerp;2600;1432;2625;4611
HOUSEAntwerp2610;HOUSE;Antwerp;2610;1414;2533;4975
HOUSEAntwerp2620;HOUSE;Antwerp;2620;1069;2061;4045
HOUSEAntwerp2627;HOUSE;Antwerp;2627;987;2579;3240
HOUSEAntwerp2630;HOUSE;Antwerp;2630;1131;2726;5500
HOUSEAntwerp2640;HOUSE;Antwerp;2640;1509;2577;4394
HOUSEAntwerp2650;HOUSE;Antwerp;2650;1049;2798;4518
HOUSEAntwerp2660;HOUSE;Antwerp;2660;833;2133;4417
HOUSEAntwerp2840;HOUSE;Antwerp;2840;1587;1957;2310
HOUSEAntwerp2845;HOUSE;Antwerp;2845;1441;1910;2670
HOUSEAntwerp2850;HOUSE;Antwerp;2850;1510;1783;2119
HOUSEAntwerp2900;HOUSE;Antwerp;2900;1545;2261;3299
HOUSEAntwerp2910;HOUSE;Antwerp;2910;1250;1978;2611
HOUSEAntwerp2920;HOUSE;Antwerp;2920;2079;2501;2946
HOUSEAntwerp2930;HOUSE;Antwerp;2930;2085;2944;4400
HOUSEAntwerp2940;HOUSE;Antwerp;2940;1927;2287;2675
HOUSEAntwerp2950;HOUSE;Antwerp;2950;897;2371;4250
HOUSEAntwerp2960;HOUSE;Antwerp;2960;1550;2473;3166
HOUSEAntwerp2970;HOUSE;Antwerp;2970;1898;3220;4032
HOUSEAntwerp2980;HOUSE;Antwerp;2980;2042;2877;4658
HOUSEAntwerp2990;HOUSE;Antwerp;2990;1166;2324;3420
KOTAntwerp2000;KOT;Antwerp;2000;4817;7951;11216
KOTAntwerp2018;KOT;Antwerp;2018;3967;4933;5900
KOTAntwerp2060;KOT;Antwerp;2060;3028;7640;12333
LOFTAntwerp2000;LOFT;Antwerp;2000;2765;4285;6417
LOFTAntwerp2018;LOFT;Antwerp;2018;3991;5097;8832
LOFTAntwerp2050;LOFT;Antwerp;2050;5538;5538;5538
LOFTAntwerp2060;LOFT;Antwerp;2060;4925;4925;4925
LOFTAntwerp2110;LOFT;Antwerp;2110;5853;6471;7088
LOFTAntwerp2140;LOFT;Antwerp;2140;2644;2796;2948
LOFTAntwerp2170;LOFT;Antwerp;2170;2226;2226;2226
LOFTAntwerp2600;LOFT;Antwerp;2600;3412;3526;3639
MANSIONAntwerp2000;MANSION;Antwerp;2000;1266;3046;5139
MANSIONAntwerp2018;MANSION;Antwerp;2018;1497;2751;3788
MANSIONAntwerp2020;MANSION;Antwerp;2020;1933;1985;2060
MANSIONAntwerp2040;MANSION;Antwerp;2040;1740;1740;1740
MANSIONAntwerp2060;MANSION;Antwerp;2060;1681;2191;2951
MANSIONAntwerp2100;MANSION;Antwerp;2100;3200;3200;3200
MANSIONAntwerp2140;MANSION;Antwerp;2140;2074;2363;2789
MANSIONAntwerp2160;MANSION;Antwerp;2160;2212;2212;2212
MANSIONAntwerp2547;MANSION;Antwerp;2547;2429;2429;2429
MANSIONAntwerp2600;MANSION;Antwerp;2600;2013;2911;3663
MANSIONAntwerp2610;MANSION;Antwerp;2610;2532;2756;3184
MANSIONAntwerp2650;MANSION;Antwerp;2650;2723;2723;2723
MANSIONAntwerp2660;MANSION;Antwerp;2660;1322;2225;3057
MIXED_USE_BUILDINGAntwerp2000;MIXED_USE_BUILDING;Antwerp;2000;1189;3138;4995
MIXED_USE_BUILDINGAntwerp2018;MIXED_USE_BUILDING;Antwerp;2018;1125;2782;4793
MIXED_USE_BUILDINGAntwerp2020;MIXED_USE_BUILDING;Antwerp;2020;2060;2060;2060
MIXED_USE_BUILDINGAntwerp2040;MIXED_USE_BUILDING;Antwerp;2040;1740;1740;1740
MIXED_USE_BUILDINGAntwerp2060;MIXED_USE_BUILDING;Antwerp;2060;918;1939;3250
MIXED_USE_BUILDINGAntwerp2070;MIXED_USE_BUILDING;Antwerp;2070;1106;2032;2959
